GEO,Bases,Downloads,Instrument_model,Library_layout,Library_strategy,Organism,Organization,SRA,Source,Title,Sample_characteristics,Tissue,Public_Time,Submission_Time,Pubmed,Authors,Ftp,Md5,Bisulfite_conversion_rate
GSM2536596,58.2G,28.8Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343835,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5358,5358_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343835/SRR5343835_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343835/SRR5343835_2.fastq.gz","63c7016c82320a828a3e10b02955001d,fcd02b9cc1d485e42abf05bf0f9eb16a",98.25
GSM2536597,59.6G,30.2Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343836,nucleus accumbens (NAcc) tissue;cell type: bulk tissue;tissue: nucleus accumbens (NAcc);individual id: 5358,5358_NAcc (bisulfite-Seq),Brain_NAcc_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343836/SRR5343836_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343836/SRR5343836_2.fastq.gz","2d59d1822e9a6daedcf8fdfabf2f337b,5a7a8bd4e73cd44088660ba465ce6351",98.81
GSM2536598,60.3G,30Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343837,nucleus accumbens (NAcc) tissue;cell type: bulk tissue;tissue: nucleus accumbens (NAcc);individual id: 5404,5404_NAcc (bisulfite-Seq),Brain_NAcc_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343837/SRR5343837_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343837/SRR5343837_2.fastq.gz","190da45bfcf501a2be074f58dd0ba143,759f8a6da533a821852bfee3d8048c0b",98.97
GSM2536599,53.8G,26.8Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343838,anterior cingulate cortex (BA24) tissue;cell type: bulk tissue;tissue: anterior cingulate cortex (BA24);individual id: 5404,5404_BA24 (bisulfite-Seq),Brain_BA24_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343838/SRR5343838_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343838/SRR5343838_2.fastq.gz","f4396963f7e105d169e782943036e319,5f3a2942b2e0b92ad2dfc142af443924",98.6
GSM2536600,59.7G,30.2Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343839,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5540,5540_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343839/SRR5343839_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343839/SRR5343839_2.fastq.gz","774d37bf6c7b205b4694fa995357c764,5a7f8a7645f35d67db21ea85c845449d",98.43
GSM2536601,44.3G,22.6Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343840,anterior cingulate cortex (BA24) tissue;cell type: bulk tissue;tissue: anterior cingulate cortex (BA24);individual id: 5552,5552_BA24 (bisulfite-Seq),Brain_BA24_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343840/SRR5343840_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343840/SRR5343840_2.fastq.gz","d67c9cbda24209f630a747569b978420,24b920f92eb40d7d69d550d5b43f89a1",97.86
GSM2536602,57.9G,28.9Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343841,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5552,5552_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343841/SRR5343841_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343841/SRR5343841_2.fastq.gz","e0246ac29862d589e674b76ebab282e9,8a52e80607044915f46af6fbd86aab9e",97.84
GSM2536603,62.5G,30.8Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343842,hippocampus (HC) tissue;cell type: bulk tissue;tissue: hippocampus (HC);individual id: 5552,5552_HC (bisulfite-Seq),Brain_HC_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343842/SRR5343842_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/002/SRR5343842/SRR5343842_2.fastq.gz","f487297302d572291307939b0ea15a64,d5544df54c5e640dab0538574725b394",99.24
GSM2536604,42.6G,21.4Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343843,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5569,5569_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343843/SRR5343843_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/003/SRR5343843/SRR5343843_2.fastq.gz","fdbdd2e0ac697ff4b33f24fb1311a2f0,43aa68fdb919a6638333da50b69b08e6",98.38
GSM2536605,56.2G,27Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343844,hippocampus (HC) tissue;cell type: bulk tissue;tissue: hippocampus (HC);individual id: 5569,5569_HC (bisulfite-Seq),Brain_HC_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343844/SRR5343844_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/004/SRR5343844/SRR5343844_2.fastq.gz","9f4d3961687a6104db57274907e0fa2f,d046d6caed59d74239dc1da053661d6f",98.91
GSM2536606,54.3G,27.4Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343845,anterior cingulate cortex (BA24) tissue;cell type: bulk tissue;tissue: anterior cingulate cortex (BA24);individual id: 5570,5570_BA24 (bisulfite-Seq),Brain_BA24_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343845/SRR5343845_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/005/SRR5343845/SRR5343845_2.fastq.gz","fef67d3837483d7044104ddab0344fee,d90ab1c49895d29b2e8d5216e4462554",98.43
GSM2536607,56.8G,28.4Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343846,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5570,5570_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343846/SRR5343846_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/006/SRR5343846/SRR5343846_2.fastq.gz","fbfa6d3710607073d6364d5bbb57649e,044f42f4d7e7dfd3ff2559f75198c843",98.38
GSM2536608,57.4G,27.1Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343847,hippocampus (HC) tissue;cell type: bulk tissue;tissue: hippocampus (HC);individual id: 5570,5570_HC (bisulfite-Seq),Brain_HC_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343847/SRR5343847_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/007/SRR5343847/SRR5343847_2.fastq.gz","f94909f2c8e5d39ca6de18bcad9a553c,0f1656138049e0c24f3fbea05fd606af",98.95
GSM2536609,57.8G,30.9Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343848,anterior cingulate cortex (BA24) tissue;cell type: bulk tissue;tissue: anterior cingulate cortex (BA24);individual id: 5628,5628_BA24 (bisulfite-Seq),Brain_BA24_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343848/SRR5343848_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/008/SRR5343848/SRR5343848_2.fastq.gz","e4c75178aaf1780d040cdc5a5ceadaa0,fb78cd80424607eec8b6fa416730561a",98.26
GSM2536610,40.3G,20.8Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343849,prefrontal cortex (BA9) tissue;cell type: bulk tissue;tissue: prefrontal cortex (BA9);individual id: 5628,5628_BA9 (bisulfite-Seq),Brain_BA9_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343849/SRR5343849_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/009/SRR5343849/SRR5343849_2.fastq.gz","eb06057d39b83dc81bddf1a93aa5088f,c2a3f0928cf0b8e8c2f6dff7498b9d0a",98.28
GSM2536611,38.8G,19.9Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343850,hippocampus (HC) tissue;cell type: bulk tissue;tissue: hippocampus (HC);individual id: 5628,5628_HC (bisulfite-Seq),Brain_HC_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343850/SRR5343850_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/000/SRR5343850/SRR5343850_2.fastq.gz","95a0073ee9a9fe8a051d94984c5682bc,af3df8821720ab594d55c8f66d8d0ce0",99.07
GSM2536612,52.4G,26.5Gb,Illumina HiSeq 2500,PAIRED,WGBS,Homo sapiens,Johns Hopkins University School of Medicine,SRR5343851,nucleus accumbens (NAcc) tissue;cell type: bulk tissue;tissue: nucleus accumbens (NAcc);individual id: 5628,5628_NAcc (bisulfite-Seq),Brain_NAcc_bulk,Brain,2018-12-17,2017-03-14,30643296,"Rizzardi LF,Hickey P,Hansen KD,Feinberg AP","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343851/SRR5343851_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR534/001/SRR5343851/SRR5343851_2.fastq.gz","94c00afc462cf452e2c378464e134a2d,8c3bebff73152f7c3ed889fba84d9366",98.56
GSM2563783,4.7G,1.7Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417111,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_parent_rep1,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/001/SRR5417111/SRR5417111_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/001/SRR5417111/SRR5417111_2.fastq.gz","54a5059c22d80c708273f577703d8d95,87d2b4aec34d95f4dd3dead6b32bab3c",98.07
GSM2563784,4.4G,1.4Gb,Illumina HiSeq 2500,SINGLE,nasBS-Seq,Homo sapiens,Emory University,SRR5417112,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_parent_rep2,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/002/SRR5417112/SRR5417112.fastq.gz,9fb4f06689083b81a6eac33a10e662ef,97.23
GSM2563785,35G,13.4Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417113,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_parent_rep3,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/003/SRR5417113/SRR5417113_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/003/SRR5417113/SRR5417113_2.fastq.gz","b00ebbf4fab62e7b7b57967af876374c,cca55bc4eab0ab7a9670cc5332eb1b7b",97.74
GSM2563786,18.8G,6.6Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417114,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_parent_rep5,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/004/SRR5417114/SRR5417114_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/004/SRR5417114/SRR5417114_2.fastq.gz","899cd8ec3ee146f11df1f3598b5b4723,5aea43d05f250ad69ad985d204c5abff",98.13
GSM2563787,25.9G,8.9Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417115,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_parent_rep6,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/005/SRR5417115/SRR5417115_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/005/SRR5417115/SRR5417115_2.fastq.gz","8c00cc2dbf41dc51c27435e204f2b8f3,b99847f5761dfdc2440c55d83a7615dd",98.27
GSM2563788,5.6G,2.1Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417116,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_daughter_rep1,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/006/SRR5417116/SRR5417116_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/006/SRR5417116/SRR5417116_2.fastq.gz","fd0dee2685074877e271efe98cfbeccb,8eadec97fee81a14d96b9a794a04bcdd",98.26
GSM2563789,14.2G,4.8Gb,Illumina HiSeq 2500,SINGLE,nasBS-Seq,Homo sapiens,Emory University,"SRR5417117,SRR5417118",H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_daughter_rep2,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/007/SRR5417117/SRR5417117_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/007/SRR5417117/SRR5417117_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/008/SRR5417118/SRR5417118.fastq.gz","0225c8a368496030d68677a3879231dd,4e615eaa885e494d770cf4e2ee27cf45,6f289a57ac8a8fa264768de6780f3a87",96.82
GSM2563790,33.3G,12.2Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417119,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_daughter_rep3,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/009/SRR5417119/SRR5417119_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/009/SRR5417119/SRR5417119_2.fastq.gz","183217e6b7cf0cf2a3a963f8edbbd58d,0a832f33813ab1f02f38916914c18816",97.7
GSM2563791,7.4G,2.6Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417120,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_daughter_rep5,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/000/SRR5417120/SRR5417120_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/000/SRR5417120/SRR5417120_2.fastq.gz","5c42f4a6c96e5047cba638a7f0918e84,a04a0f8750040569e3b3303acd3f87a6",97.39
GSM2563792,24.3G,10.1Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417121,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_pulse_daughter_rep6,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/001/SRR5417121/SRR5417121_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/001/SRR5417121/SRR5417121_2.fastq.gz","6aa9d2f7d73b1da03b01aa9644531390,1c111439e201b67d614192ec45ef9f90",97.39
GSM2563793,4.8G,1.8Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417122,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_parent_rep1,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/002/SRR5417122/SRR5417122_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/002/SRR5417122/SRR5417122_2.fastq.gz","67d35763bdcc64d7d857a02aa3b78a2a,0596604349873d60e3a8ad4c14361d70",97.55
GSM2563794,5.3G,1.7Gb,Illumina HiSeq 2500,SINGLE,nasBS-Seq,Homo sapiens,Emory University,SRR5417123,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_parent_rep2,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG",ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/003/SRR5417123/SRR5417123.fastq.gz,834a6c9d744919a1e73a35b3fc2a047a,97.06
GSM2563795,13.7G,4.9Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417124,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_parent_rep3,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/004/SRR5417124/SRR5417124_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/004/SRR5417124/SRR5417124_2.fastq.gz","41081f0f4271373e35fce864bbe0b2fb,1af249e22dd7afed4c9ab66ff2644874",97.9
GSM2563796,31.6G,12.3Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417125,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_parent_rep4,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/005/SRR5417125/SRR5417125_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/005/SRR5417125/SRR5417125_2.fastq.gz","410f39ae64bd85a6894217e50131554d,03b6eecee8e20409e9f1c4cae36a7202",97.73
GSM2563797,17.8G,6.3Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417126,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_parent_rep5,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/006/SRR5417126/SRR5417126_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/006/SRR5417126/SRR5417126_2.fastq.gz","ef11ecfef83e467de6fbbed53cb6df69,e392b9f4df53121d3d5c7aa329dbfaeb",97.87
GSM2563798,6.6G,2.5Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417127,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_daughter_rep1,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/007/SRR5417127/SRR5417127_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/007/SRR5417127/SRR5417127_2.fastq.gz","b5752df1bd663fb73712a1326090828f,8899cae3743d2c242c3868d35dfa6518",98.46
GSM2563799,18.4G,6.4Gb,Illumina HiSeq 2500,SINGLE,nasBS-Seq,Homo sapiens,Emory University,"SRR5417128,SRR5417129",H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_daughter_rep2,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/008/SRR5417128/SRR5417128_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/008/SRR5417128/SRR5417128_2.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/009/SRR5417129/SRR5417129.fastq.gz","6406d69985303f09d368f3be3a325201,a6b10ab18adc14fd64595926a681f274,601066b21ddee1bcf5972d497fa2da46",97.47
GSM2563800,12.4G,4.4Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417130,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_daughter_rep3,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/000/SRR5417130/SRR5417130_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/000/SRR5417130/SRR5417130_2.fastq.gz","8504671a9e2a4e7aec3c5e99aa415788,b4fb8beec31ebcaa99a3d4135a94a01b",97.66
GSM2563801,50.5G,18.9Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417131,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_daughter_rep4,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/001/SRR5417131/SRR5417131_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/001/SRR5417131/SRR5417131_2.fastq.gz","5d6cf8dc93cfc5d8b0f5e4706b5c75c5,6590f3367299c73a7e5b9b9ae0cd93fd",97.46
GSM2563802,7.7G,2.6Gb,Illumina HiSeq 2500,PAIRED,nasBS-Seq,Homo sapiens,Emory University,SRR5417132,H9;cell type: human embryonic stem cells;passages: 55,nasBS-seq_chase_daughter_rep5,hESCs_H9,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/002/SRR5417132/SRR5417132_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/002/SRR5417132/SRR5417132_2.fastq.gz","91011af0ed087f029695d1a3c96e4d5b,54b6a1dd5bb975afe9bab11b7a4f1e78",97.45
GSM2563803,1.2G,418.7Mb,Illumina HiSeq 2500,PAIRED,nasChIP-BS-Seq,Homo sapiens,Emory University,SRR5417133,"H9;cell type: human embryonic stem cells;passages: 55;chip antibody: DNMT1 (abcam, ab13537, lot GR209050-12)",nasChIP-BS-seq_DNMT1_pulse_parent_rep1,hESCs_H9_chip_anti_DNMT1,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/003/SRR5417133/SRR5417133_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/003/SRR5417133/SRR5417133_2.fastq.gz","724715b36b2291adba7a1d6c4129ecab,f032921bb903905d708723204fb268e2",97.88
GSM2563804,2.7G,889.2Mb,Illumina HiSeq 2500,PAIRED,nasChIP-BS-Seq,Homo sapiens,Emory University,SRR5417134,"H9;cell type: human embryonic stem cells;passages: 55;chip antibody: DNMT1 (abcam, ab13537, lot GR209050-12)",nasChIP-BS-seq_DNMT1_pulse_parent_rep2,hESCs_H9_chip_anti_DNMT1,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/004/SRR5417134/SRR5417134_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/004/SRR5417134/SRR5417134_2.fastq.gz","250518a5e201a577e97247db58160b31,b1e63823d67da96f5d1e626a5c4b16c7",97.61
GSM2563805,942.7M,328.4Mb,Illumina HiSeq 2500,PAIRED,nasChIP-BS-Seq,Homo sapiens,Emory University,SRR5417135,"H9;cell type: human embryonic stem cells;passages: 55;chip antibody: DNMT1 (abcam, ab13537, lot GR209050-12)",nasChIP-BS-seq_DNMT1_pulse_daughter_rep1,hESCs_H9_chip_anti_DNMT1,hESCs,2018-03-13,2017-04-04,29590048,"Xu C,Corces VG","ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/005/SRR5417135/SRR5417135_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR541/005/SRR5417135/SRR5417135_2.fastq.gz","43beb3ee14c30c8e5061f2d7b21a0951,d79d5f147b375d5c9d14759651c3cd81",99.25
